,,Bronte Building Water [m設 [Bronte],Dome/Tudor Water [m設 [The Dome],Fry Building Water [m設 [Fry],Fussey Water [m設 [David Fussey],Grey Building Water [m設 [Grey],Library Water [m設 [Library],Seacole Water [m設 [Mary Seacole],Southwood House Water [m設 [Southwood House],WM15 Ambient Loop Make up Water [m設 [Central Plantroom],WM2 Energy Centre Main Incoming Water [m設 [Central Plantroom],WM4 Southwood and Fussey Make up Water [m設 [Central Plantroom],WM5.1 Fry Building Heating Make up Water [m設 [Fry],WM5 Fry Building Heating Make up Water Incoming [m設 [Fry],WM6 Grey Heating System Make up Water [m設 [Grey],WM7 Bronte Heating System Make up Water [m設 [Bronte]
06-06-2023,01:00,0.00,0.18,,0.00,0.00,0.00,0.00,0.00,,,,,,,
06-06-2023,01:30,0.00,0.10,,0.00,0.00,0.00,0.00,0.00,,,,,,,
06-06-2023,02:00,0.00,0.04,,0.00,0.00,0.00,0.00,0.00,,,,,,,
06-06-2023,02:30,0.00,0.17,,0.00,0.00,0.00,0.00,0.00,,,,,,,
06-06-2023,03:00,0.00,0.27,,0.00,0.00,0.00,0.00,0.00,,,,,,,
06-06-2023,03:30,0.00,0.09,,0.00,0.00,0.00,0.00,0.00,,,,,,,
06-06-2023,04:00,0.00,0.11,,0.00,0.00,0.00,0.00,0.00,,,,,,,
06-06-2023,04:30,0.00,0.02,,0.02,0.00,0.00,0.00,0.00,,,,,,,
06-06-2023,05:00,0.00,0.05,,0.47,0.00,"9,000.00",0.00,0.00,,,,,,,
06-06-2023,05:30,0.00,0.08,,0.00,0.00,"42,000.00",0.00,0.00,,,,,,,
06-06-2023,06:00,0.01,0.16,,0.00,0.00,0.00,0.06,0.00,,,,,,,
06-06-2023,06:30,0.00,0.04,,0.00,0.01,"4,000.00",0.05,0.00,,,,,,,
06-06-2023,07:00,0.00,0.08,,0.00,0.00,"12,000.00",0.03,0.01,,,,,,,
06-06-2023,07:30,0.00,0.03,,0.00,0.01,"42,000.00",0.01,0.01,,,,,,,
06-06-2023,08:00,0.01,0.24,,0.00,0.06,"39,000.00",0.01,0.01,,,,,,,
06-06-2023,08:30,0.00,0.26,,0.51,0.01,"45,000.00",0.05,0.11,,,,,,,
06-06-2023,09:00,0.01,0.19,,0.00,0.02,"11,000.00",0.03,0.02,,,,,,,
06-06-2023,09:30,0.00,0.35,,0.00,0.01,"19,000.00",0.01,0.02,,,,,,,
06-06-2023,10:00,0.08,0.43,,0.56,0.01,"32,000.00",0.04,0.10,,,,,,,
06-06-2023,10:30,0.01,0.34,,0.02,0.04,"57,000.00",0.14,0.02,,,,,,,
06-06-2023,11:00,0.02,0.45,,0.06,0.03,"26,000.00",0.07,0.13,,,,,,,
06-06-2023,11:30,0.35,0.51,,0.51,0.02,"47,000.00",0.07,0.02,,,,,,,
06-06-2023,12:00,0.01,0.42,,0.00,0.03,"36,000.00",0.09,0.01,,,,,,,
06-06-2023,12:30,0.01,0.77,,0.00,0.01,"41,000.00",0.13,0.02,,,,,,,
06-06-2023,13:00,0.33,0.77,,0.00,0.05,"30,000.00",0.15,0.13,,,,,,,
06-06-2023,13:30,0.00,0.63,,0.00,0.02,"38,000.00",0.10,0.01,,,,,,,
06-06-2023,14:00,0.04,0.24,,0.03,0.08,"36,000.00",0.04,0.11,,,,,,,
06-06-2023,14:30,0.01,0.90,,0.67,0.00,"33,000.00",0.03,0.03,,,,,,,
06-06-2023,15:00,0.34,0.34,,0.00,0.01,"22,000.00",0.06,0.02,,,,,,,
06-06-2023,15:30,0.03,0.14,,0.00,0.02,"21,000.00",0.04,0.13,,,,,,,
06-06-2023,16:00,0.01,0.30,,0.00,0.05,"57,000.00",0.09,0.00,,,,,,,
06-06-2023,16:30,0.33,0.23,,0.00,0.04,"48,000.00",0.01,0.11,,,,,,,
06-06-2023,17:00,0.00,0.23,,0.00,0.01,"27,000.00",0.03,0.00,,,,,,,
06-06-2023,17:30,0.00,0.50,,0.50,0.00,"1,000.00",0.00,0.00,,,,,,,
06-06-2023,18:00,0.00,0.27,,0.00,0.00,"31,000.00",0.00,0.00,,,,,,,
06-06-2023,18:30,0.00,0.33,,0.00,0.01,"8,000.00",0.00,0.00,,,,,,,
06-06-2023,19:00,0.00,0.15,,0.00,0.00,"10,000.00",0.00,0.00,,,,,,,
06-06-2023,19:30,0.00,0.30,,0.00,0.00,0.00,0.00,0.00,,,,,,,
06-06-2023,20:00,0.00,0.28,,0.00,0.00,"1,000.00",0.00,0.00,,,,,,,
06-06-2023,20:30,0.00,0.11,,0.00,0.00,0.00,0.01,0.00,,,,,,,
06-06-2023,21:00,0.00,0.14,,0.00,0.00,"10,000.00",0.00,0.00,,,,,,,
06-06-2023,21:30,0.00,0.34,,0.51,0.00,"7,000.00",0.00,0.00,,,,,,,
06-06-2023,22:00,0.00,0.18,,0.01,0.00,"5,000.00",0.00,0.00,,,,,,,
06-06-2023,22:30,0.00,0.29,,0.00,0.00,"1,000.00",0.00,0.00,,,,,,,
06-06-2023,23:00,0.00,0.06,,0.00,0.00,0.00,0.00,0.00,,,,,,,
06-06-2023,23:30,0.00,0.25,,0.00,0.00,"2,000.00",0.00,0.00,,,,,,,
07-06-2023,00:00,0.00,0.28,,0.00,0.00,"15,000.00",0.00,0.00,,,,,,,
07-06-2023,00:30,0.00,0.37,,0.00,0.00,0.00,0.00,0.00,,,,,,,
07-06-2023,01:00,0.00,0.23,,0.00,0.00,0.00,0.00,0.00,,,,,,,
07-06-2023,01:30,0.00,0.12,,0.00,0.00,0.00,0.00,0.00,,,,,,,
07-06-2023,02:00,0.00,0.27,,0.00,0.00,0.00,0.00,0.00,,,,,,,
07-06-2023,02:30,0.00,0.23,,0.00,0.00,0.00,0.00,0.00,,,,,,,
07-06-2023,03:00,0.00,0.21,,0.00,0.00,0.00,0.00,0.00,,,,,,,
07-06-2023,03:30,0.00,0.12,,0.00,0.00,0.00,0.00,0.00,,,,,,,
07-06-2023,04:00,0.00,0.03,,0.00,0.00,0.00,0.00,0.00,,,,,,,
07-06-2023,04:30,0.00,0.03,,0.49,0.00,0.00,0.00,0.00,,,,,,,
07-06-2023,05:00,0.01,0.02,,0.00,0.00,"27,000.00",0.00,0.12,,,,,,,
07-06-2023,05:30,0.00,0.11,,0.00,0.00,"38,000.00",0.00,0.00,,,,,,,
07-06-2023,06:00,0.00,0.12,,0.00,0.00,"2,000.00",0.07,0.00,,,,,,,
07-06-2023,06:30,0.00,0.23,,0.00,0.02,0.00,0.06,0.00,,,,,,,
07-06-2023,07:00,0.00,0.32,,0.00,0.04,"68,000.00",0.04,0.01,,,,,,,
07-06-2023,07:30,0.01,0.10,,0.00,0.01,"69,000.00",0.02,0.00,,,,,,,
07-06-2023,08:00,0.00,0.37,,0.00,0.00,"53,000.00",0.01,0.02,,,,,,,
07-06-2023,08:30,0.01,0.39,,0.51,0.02,"62,000.00",0.01,0.07,,,,,,,
07-06-2023,09:00,0.31,0.22,,0.00,0.02,"4,000.00",0.04,0.06,,,,,,,
07-06-2023,09:30,0.00,0.45,,0.00,0.01,"24,000.00",0.04,0.01,,,,,,,
07-06-2023,10:00,0.00,0.34,,0.53,0.02,"10,000.00",0.03,0.01,,,,,,,
07-06-2023,10:30,0.00,0.40,,0.00,0.05,"31,000.00",0.27,0.09,,,,,,,
07-06-2023,11:00,0.01,0.30,,0.56,0.05,"8,000.00",0.05,0.04,,,,,,,
07-06-2023,11:30,0.00,0.55,,0.00,0.05,"25,000.00",0.08,0.02,,,,,,,
07-06-2023,12:00,0.00,0.56,,0.00,0.03,"45,000.00",0.12,0.11,,,,,,,
07-06-2023,12:30,0.13,0.84,,0.16,0.01,"63,000.00",0.11,0.02,,,,,,,
07-06-2023,13:00,0.00,0.55,,0.36,0.02,"40,000.00",0.02,0.01,,,,,,,
07-06-2023,13:30,0.01,0.53,,0.10,0.01,"69,000.00",0.08,0.10,,,,,,,
07-06-2023,14:00,0.01,0.46,,0.50,0.04,"37,000.00",0.04,0.04,,,,,,,
07-06-2023,14:30,0.00,0.49,,0.00,0.01,"17,000.00",0.02,0.01,,,,,,,
07-06-2023,15:00,0.00,0.37,,0.00,0.00,"40,000.00",0.05,0.02,,,,,,,
07-06-2023,15:30,0.25,0.30,,0.53,0.02,"62,000.00",0.11,0.12,,,,,,,
07-06-2023,16:00,0.06,0.19,,0.00,0.01,"32,000.00",0.01,0.01,,,,,,,
07-06-2023,16:30,0.01,0.34,,0.00,0.03,"26,000.00",0.01,0.01,,,,,,,
07-06-2023,17:00,0.00,0.18,,0.00,0.01,"26,000.00",0.00,0.09,,,,,,,
07-06-2023,17:30,0.00,0.14,,0.00,0.00,"23,000.00",0.01,0.00,,,,,,,
07-06-2023,18:00,0.00,0.33,,0.00,0.00,"19,000.00",0.04,0.00,,,,,,,
07-06-2023,18:30,0.00,0.24,,0.01,0.00,"6,000.00",0.01,0.00,,,,,,,
07-06-2023,19:00,0.00,0.23,,0.48,0.00,"1,000.00",0.00,0.01,,,,,,,
07-06-2023,19:30,0.00,0.21,,0.01,0.00,"5,000.00",0.00,0.01,,,,,,,
07-06-2023,20:00,0.00,0.11,,0.00,0.01,"5,000.00",0.00,0.00,,,,,,,
07-06-2023,20:30,0.00,0.21,,0.00,0.00,"3,000.00",0.00,0.01,,,,,,,
07-06-2023,21:00,0.00,0.34,,0.00,0.00,"1,000.00",0.00,0.00,,,,,,,
07-06-2023,21:30,0.00,0.23,,0.00,0.00,"8,000.00",0.00,0.00,,,,,,,
07-06-2023,22:00,0.00,0.22,,0.00,0.00,0.00,0.00,0.00,,,,,,,
07-06-2023,22:30,0.00,0.41,,0.00,0.00,0.00,0.00,0.00,,,,,,,
07-06-2023,23:00,0.00,0.28,,0.00,0.00,0.00,0.00,0.00,,,,,,,
07-06-2023,23:30,0.00,0.37,,0.00,0.00,0.00,0.00,0.00,,,,,,,
08-06-2023,00:00,0.00,0.14,,0.00,0.00,0.00,0.00,0.00,,,,,,,
08-06-2023,00:30,0.00,0.17,,0.00,0.00,0.00,0.00,0.00,,,,,,,
08-06-2023,01:00,0.00,0.20,,0.00,0.00,0.00,0.00,0.00,,,,,,,
08-06-2023,01:30,0.00,0.20,,0.00,0.00,0.00,0.00,0.00,,,,,,,
08-06-2023,02:00,0.00,0.20,,0.49,0.00,0.00,0.00,0.00,,,,,,,
08-06-2023,02:30,0.00,0.04,,0.00,0.00,0.00,0.00,0.00,,,,,,,
08-06-2023,03:00,0.00,0.01,,0.00,0.00,0.00,0.00,0.00,,,,,,,
08-06-2023,03:30,0.00,0.06,,0.00,0.00,0.00,0.00,0.00,,,,,,,
08-06-2023,04:00,0.00,0.02,,0.00,0.00,0.00,0.00,0.00,,,,,,,
08-06-2023,04:30,0.00,0.02,,0.00,0.00,0.00,0.00,0.00,,,,,,,
08-06-2023,05:00,0.00,0.07,,0.00,0.03,"8,000.00",0.00,0.00,,,,,,,
08-06-2023,05:30,0.01,0.02,,0.00,0.02,"44,000.00",0.00,0.00,,,,,,,
08-06-2023,06:00,0.00,0.18,,0.00,0.00,0.00,0.10,0.00,,,,,,,
08-06-2023,06:30,0.00,0.09,,0.00,0.00,"16,000.00",0.02,0.01,,,,,,,
08-06-2023,07:00,0.01,0.06,,0.00,0.00,"23,000.00",0.01,0.02,,,,,,,
08-06-2023,07:30,0.00,0.18,,0.49,0.00,"30,000.00",0.01,0.01,,,,,,,
08-06-2023,08:00,0.00,0.38,,0.00,0.01,"24,000.00",0.02,0.01,,,,,,,
08-06-2023,08:30,0.33,0.51,,0.00,0.01,"51,000.00",0.12,0.11,,,,,,,
08-06-2023,09:00,0.05,0.27,,0.00,0.04,"7,000.00",0.04,0.01,,,,,,,
08-06-2023,09:30,0.18,0.75,,0.00,0.05,"68,000.00",0.05,0.02,,,,,,,
08-06-2023,10:00,0.18,0.43,,0.50,0.04,"11,000.00",0.02,0.05,,,,,,,
08-06-2023,10:30,0.01,0.66,,0.00,0.09,"38,000.00",0.23,0.07,,,,,,,
08-06-2023,11:00,0.30,0.27,,0.50,0.04,"57,000.00",0.13,0.01,,,,,,,
08-06-2023,11:30,0.01,0.40,,0.00,0.05,"35,000.00",0.16,0.10,,,,,,,
08-06-2023,12:00,0.00,0.34,,0.00,0.06,"29,000.00",0.06,0.02,,,,,,,
08-06-2023,12:30,0.34,0.54,,0.06,0.05,"64,000.00",0.25,0.01,,,,,,,
08-06-2023,13:00,0.01,0.47,,0.46,0.01,"21,000.00",0.08,0.10,,,,,,,
08-06-2023,13:30,0.01,0.68,,0.04,0.06,"56,000.00",0.12,0.00,,,,,,,
08-06-2023,14:00,0.31,0.57,,0.05,0.04,"56,000.00",0.07,0.13,,,,,,,
08-06-2023,14:30,0.01,0.56,,0.00,0.03,"46,000.00",0.06,0.00,,,,,,,
08-06-2023,15:00,0.00,0.40,,0.50,0.02,"15,000.00",0.10,0.02,,,,,,,
08-06-2023,15:30,0.01,0.44,,0.00,0.05,"76,000.00",0.24,0.11,,,,,,,
08-06-2023,16:00,0.15,0.16,,0.00,0.01,"27,000.00",0.04,0.01,,,,,,,
08-06-2023,16:30,0.17,0.19,,0.49,0.04,"34,000.00",0.02,0.00,,,,,,,
08-06-2023,17:00,0.01,0.26,,0.00,0.03,"14,000.00",0.10,0.08,,,,,,,
08-06-2023,17:30,0.00,0.38,,0.00,0.02,"1,000.00",0.09,0.03,,,,,,,
08-06-2023,18:00,0.00,0.23,,0.00,0.00,"24,000.00",0.00,0.00,,,,,,,
08-06-2023,18:30,0.00,0.36,,0.00,0.00,"11,000.00",0.00,0.01,,,,,,,
08-06-2023,19:00,0.00,0.14,,0.01,0.00,0.00,0.00,0.00,,,,,,,
08-06-2023,19:30,0.00,0.11,,0.49,0.00,"2,000.00",0.00,0.00,,,,,,,
08-06-2023,20:00,0.00,0.20,,0.00,0.00,0.00,0.00,0.00,,,,,,,
08-06-2023,20:30,0.00,0.11,,0.00,0.00,0.00,0.00,0.00,,,,,,,
08-06-2023,21:00,0.00,0.09,,0.00,0.00,0.00,0.00,0.00,,,,,,,
08-06-2023,21:30,0.00,0.18,,0.00,0.00,0.00,0.00,0.00,,,,,,,
08-06-2023,22:00,0.00,0.12,,0.00,0.00,0.00,0.00,0.00,,,,,,,
08-06-2023,22:30,0.00,0.18,,0.00,0.00,0.00,0.01,0.00,,,,,,,
08-06-2023,23:00,0.00,0.23,,0.00,0.00,0.00,0.00,0.00,,,,,,,
08-06-2023,23:30,0.00,0.04,,0.00,0.00,"2,000.00",0.00,0.00,,,,,,,
09-06-2023,00:00,0.00,0.27,,0.00,0.00,0.00,0.00,0.00,,,,,,,
09-06-2023,00:30,0.00,0.22,,0.00,0.00,"5,000.00",0.00,0.00,,,,,,,
09-06-2023,01:00,0.00,0.36,,0.00,0.00,0.00,0.00,0.00,,,,,,,
09-06-2023,01:30,0.00,0.05,,0.00,0.00,0.00,0.00,0.00,,,,,,,
09-06-2023,02:00,0.00,0.05,,0.00,0.00,0.00,0.00,0.00,,,,,,,
09-06-2023,02:30,0.00,0.05,,0.49,0.00,0.00,0.00,0.00,,,,,,,
09-06-2023,03:00,0.00,0.03,,0.00,0.00,0.00,0.00,0.00,,,,,,,
09-06-2023,03:30,0.00,0.01,,0.00,0.00,0.00,0.01,0.00,,,,,,,
09-06-2023,04:00,0.00,0.03,,0.00,0.00,0.00,0.00,0.00,,,,,,,
09-06-2023,04:30,0.00,0.04,,0.00,0.00,"4,000.00",0.00,0.00,,,,,,,
09-06-2023,05:00,0.00,0.03,,0.00,0.01,"19,000.00",0.00,0.00,,,,,,,
09-06-2023,05:30,0.00,0.22,,0.00,0.00,"38,000.00",0.00,0.00,,,,,,,
09-06-2023,06:00,0.00,0.20,,0.00,0.02,0.00,0.15,0.00,,,,,,,
09-06-2023,06:30,0.00,0.07,,0.00,0.01,0.00,0.08,0.00,,,,,,,
09-06-2023,07:00,0.00,0.06,,0.00,0.00,"1,000.00",0.00,0.02,,,,,,,
09-06-2023,07:30,0.01,0.08,,0.00,0.01,"30,000.00",0.01,0.09,,,,,,,
09-06-2023,08:00,0.29,0.29,,0.49,0.02,"23,000.00",0.01,0.06,,,,,,,
09-06-2023,08:30,0.00,0.34,,0.09,0.01,"16,000.00",0.06,0.03,,,,,,,
09-06-2023,09:00,0.01,0.25,,0.07,0.03,"11,000.00",0.11,0.00,,,,,,,
09-06-2023,09:30,0.00,0.30,,0.06,0.01,"24,000.00",0.14,0.00,,,,,,,
09-06-2023,10:00,0.00,0.41,,0.00,0.02,"2,000.00",0.06,0.00,,,,,,,
09-06-2023,10:30,0.00,0.27,,0.49,0.02,"29,000.00",0.04,0.00,,,,,,,
09-06-2023,11:00,0.00,0.55,,0.03,0.05,"24,000.00",0.09,0.01,,,,,,,
09-06-2023,11:30,0.00,0.56,,0.51,0.04,"19,000.00",0.09,0.09,,,,,,,
09-06-2023,12:00,0.00,0.52,,0.00,0.04,"47,000.00",0.03,0.00,,,,,,,
09-06-2023,12:30,0.01,0.57,,0.01,0.02,"60,000.00",0.02,0.00,,,,,,,
09-06-2023,13:00,0.00,0.35,,0.00,0.04,"44,000.00",0.03,0.01,,,,,,,
09-06-2023,13:30,0.20,0.50,,0.01,0.01,"27,000.00",0.02,0.00,,,,,,,
09-06-2023,14:00,0.08,0.41,,0.51,0.02,"26,000.00",0.13,0.01,,,,,,,
09-06-2023,14:30,0.00,0.18,,0.00,0.04,"20,000.00",0.03,0.00,,,,,,,
09-06-2023,15:00,0.01,0.14,,0.01,0.02,"9,000.00",0.02,0.00,,,,,,,
09-06-2023,15:30,0.00,0.11,,0.51,0.02,"10,000.00",0.00,0.01,,,,,,,
09-06-2023,16:00,0.00,0.21,,0.00,0.01,"26,000.00",0.00,0.00,,,,,,,
09-06-2023,16:30,0.00,0.23,,0.00,0.03,"16,000.00",0.00,0.01,,,,,,,
09-06-2023,17:00,0.00,0.20,,0.00,0.01,"40,000.00",0.00,0.00,,,,,,,
09-06-2023,17:30,0.00,0.24,,0.13,0.00,"4,000.00",0.00,0.00,,,,,,,
09-06-2023,18:00,0.00,0.34,,0.36,0.00,"14,000.00",0.00,0.00,,,,,,,
09-06-2023,18:30,0.00,0.29,,0.00,0.00,"1,000.00",0.00,0.00,,,,,,,
09-06-2023,19:00,0.00,0.13,,0.00,0.00,"4,000.00",0.00,0.00,,,,,,,
09-06-2023,19:30,0.00,0.31,,0.00,0.00,"11,000.00",0.00,0.00,,,,,,,
09-06-2023,20:00,0.00,0.16,,0.00,0.00,"1,000.00",0.00,0.00,,,,,,,
09-06-2023,20:30,0.00,0.26,,0.00,0.00,0.00,0.00,0.00,,,,,,,
09-06-2023,21:00,0.00,0.16,,0.00,0.00,"7,000.00",0.00,0.00,,,,,,,
09-06-2023,21:30,0.00,0.34,,0.00,0.00,"13,000.00",0.00,0.00,,,,,,,
09-06-2023,22:00,0.00,0.25,,0.00,0.00,"4,000.00",0.00,0.00,,,,,,,
09-06-2023,22:30,0.00,0.34,,0.00,0.00,0.00,0.00,0.00,,,,,,,
09-06-2023,23:00,0.00,0.23,,0.00,0.00,0.00,0.00,0.00,,,,,,,
09-06-2023,23:30,0.00,0.24,,0.00,0.00,"6,000.00",0.00,0.00,,,,,,,
10-06-2023,00:00,0.00,0.19,,0.00,0.00,0.00,0.00,0.00,,,,,,,
10-06-2023,00:30,0.00,0.16,,0.00,0.00,"8,000.00",0.00,0.00,,,,,,,
10-06-2023,01:00,0.00,0.17,,0.50,0.00,0.00,0.00,0.00,,,,,,,
10-06-2023,01:30,0.00,0.06,,0.00,0.00,0.00,0.00,0.00,,,,,,,
10-06-2023,02:00,0.00,0.11,,0.00,0.00,0.00,0.00,0.00,,,,,,,
10-06-2023,02:30,0.00,0.17,,0.00,0.00,0.00,0.00,0.00,,,,,,,
10-06-2023,03:00,0.00,0.18,,0.00,0.00,0.00,0.00,0.00,,,,,,,
10-06-2023,03:30,0.00,0.02,,0.00,0.01,0.00,0.00,0.00,,,,,,,
10-06-2023,04:00,0.00,0.01,,0.00,0.00,0.00,0.00,0.00,,,,,,,
10-06-2023,04:30,0.00,0.07,,0.00,0.00,0.00,0.00,0.00,,,,,,,
10-06-2023,05:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
10-06-2023,05:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
10-06-2023,06:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
10-06-2023,06:30,0.00,0.01,,0.00,0.00,0.00,0.00,0.00,,,,,,,
10-06-2023,07:00,0.00,0.03,,0.00,0.00,0.00,0.00,0.00,,,,,,,
10-06-2023,07:30,0.00,0.34,,0.00,0.00,0.00,0.00,0.00,,,,,,,
10-06-2023,08:00,0.00,0.12,,0.00,0.00,"8,000.00",0.00,0.00,,,,,,,
10-06-2023,08:30,0.00,0.06,,0.00,0.00,"11,000.00",0.00,0.00,,,,,,,
10-06-2023,09:00,0.00,0.11,,0.50,0.00,0.00,0.00,0.00,,,,,,,
10-06-2023,09:30,0.00,0.14,,0.00,0.00,"6,000.00",0.00,0.01,,,,,,,
10-06-2023,10:00,0.00,0.62,,0.00,0.00,"1,000.00",0.00,0.00,,,,,,,
10-06-2023,10:30,0.00,0.30,,0.00,0.00,0.00,0.00,0.00,,,,,,,
10-06-2023,11:00,0.00,0.29,,0.00,0.00,0.00,0.00,0.00,,,,,,,
10-06-2023,11:30,0.00,0.19,,0.00,0.00,0.00,0.00,0.00,,,,,,,
10-06-2023,12:00,0.00,0.31,,0.00,0.01,"4,000.00",0.00,0.00,,,,,,,
10-06-2023,12:30,0.00,0.26,,0.00,0.01,"10,000.00",0.00,0.00,,,,,,,
10-06-2023,13:00,0.00,0.14,,0.00,0.00,0.00,0.00,0.00,,,,,,,
10-06-2023,13:30,0.00,0.18,,0.00,0.01,0.00,0.00,0.00,,,,,,,
10-06-2023,14:00,0.00,0.18,,0.00,0.01,"1,000.00",0.00,0.00,,,,,,,
10-06-2023,14:30,0.00,0.16,,0.00,0.00,"13,000.00",0.00,0.00,,,,,,,
10-06-2023,15:00,0.00,0.20,,0.00,0.00,"5,000.00",0.00,0.00,,,,,,,
10-06-2023,15:30,0.00,0.11,,0.00,0.00,0.00,0.00,0.00,,,,,,,
10-06-2023,16:00,0.00,0.21,,0.51,0.01,0.00,0.00,0.00,,,,,,,
10-06-2023,16:30,0.00,0.18,,0.00,0.00,"1,000.00",0.00,0.00,,,,,,,
10-06-2023,17:00,0.00,0.32,,0.00,0.00,"6,000.00",0.00,0.00,,,,,,,
10-06-2023,17:30,0.00,0.29,,0.00,0.00,0.00,0.00,0.00,,,,,,,
10-06-2023,18:00,0.00,0.24,,0.00,0.00,0.00,0.00,0.00,,,,,,,
10-06-2023,18:30,0.00,0.12,,0.00,0.00,0.00,0.00,0.00,,,,,,,
10-06-2023,19:00,0.00,0.07,,0.00,0.00,"1,000.00",0.00,0.00,,,,,,,
10-06-2023,19:30,0.00,0.13,,0.00,0.00,0.00,0.00,0.00,,,,,,,
10-06-2023,20:00,0.00,0.05,,0.00,0.00,"6,000.00",0.00,0.00,,,,,,,
10-06-2023,20:30,0.00,0.22,,0.00,0.00,"1,000.00",0.00,0.00,,,,,,,
10-06-2023,21:00,0.00,0.10,,0.00,0.00,"14,000.00",0.00,0.00,,,,,,,
10-06-2023,21:30,0.00,0.04,,0.00,0.02,"10,000.00",0.00,0.00,,,,,,,
10-06-2023,22:00,0.00,0.08,,0.00,0.01,"1,000.00",0.00,0.00,,,,,,,
10-06-2023,22:30,0.00,0.17,,0.00,0.00,0.00,0.00,0.00,,,,,,,
10-06-2023,23:00,0.00,0.21,,0.00,0.00,"6,000.00",0.00,0.00,,,,,,,
10-06-2023,23:30,0.00,0.21,,0.00,0.00,0.00,0.00,0.00,,,,,,,
11-06-2023,00:00,0.00,0.23,,0.49,0.00,0.00,0.00,0.09,,,,,,,
11-06-2023,00:30,0.00,0.09,,0.00,0.00,"9,000.00",0.00,0.00,,,,,,,
11-06-2023,01:00,0.00,0.06,,0.00,0.00,0.00,0.00,0.00,,,,,,,
11-06-2023,01:30,0.00,0.11,,0.00,0.00,0.00,0.00,0.00,,,,,,,
11-06-2023,02:00,0.00,0.07,,0.00,0.00,0.00,0.00,0.00,,,,,,,
11-06-2023,02:30,0.00,0.06,,0.00,0.00,0.00,0.00,0.00,,,,,,,
11-06-2023,03:00,0.00,0.14,,0.00,0.00,0.00,0.00,0.00,,,,,,,
11-06-2023,03:30,0.00,0.02,,0.00,0.00,0.00,0.00,0.00,,,,,,,
11-06-2023,04:00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
11-06-2023,04:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
11-06-2023,05:00,0.00,0.01,,0.00,0.01,0.00,0.00,0.00,,,,,,,
11-06-2023,05:30,0.00,0.04,,0.00,0.00,0.00,0.00,0.00,,,,,,,
11-06-2023,06:00,0.00,0.10,,0.00,0.00,0.00,0.00,0.00,,,,,,,
11-06-2023,06:30,0.00,0.03,,0.00,0.00,0.00,0.00,0.00,,,,,,,
11-06-2023,07:00,0.24,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
11-06-2023,07:30,0.05,0.28,,0.00,0.00,0.00,0.00,0.00,,,,,,,
11-06-2023,08:00,0.00,0.04,,0.00,0.00,0.00,0.00,0.00,,,,,,,
11-06-2023,08:30,0.00,0.08,,0.50,0.00,"11,000.00",0.00,0.00,,,,,,,
11-06-2023,09:00,0.00,0.28,,0.00,0.00,"4,000.00",0.00,0.00,,,,,,,
11-06-2023,09:30,0.00,0.28,,0.00,0.00,0.00,0.00,0.00,,,,,,,
11-06-2023,10:00,0.00,0.33,,0.00,0.01,0.00,0.00,0.00,,,,,,,
11-06-2023,10:30,0.00,0.28,,0.00,0.00,0.00,0.00,0.00,,,,,,,
11-06-2023,11:00,0.00,0.13,,0.00,0.00,0.00,0.00,0.00,,,,,,,
11-06-2023,11:30,0.00,0.26,,0.00,0.00,"6,000.00",0.00,0.00,,,,,,,
11-06-2023,12:00,0.00,0.09,,0.00,0.00,"13,000.00",0.00,0.00,,,,,,,
11-06-2023,12:30,0.00,0.38,,0.00,0.00,"6,000.00",0.00,0.00,,,,,,,
11-06-2023,13:00,0.00,0.37,,0.00,0.00,0.00,0.00,0.00,,,,,,,
11-06-2023,13:30,0.00,0.25,,0.00,0.00,0.00,0.00,0.00,,,,,,,
11-06-2023,14:00,0.00,0.18,,0.01,0.00,"5,000.00",0.00,0.00,,,,,,,
11-06-2023,14:30,0.00,0.17,,0.48,0.00,"5,000.00",0.00,0.00,,,,,,,
11-06-2023,15:00,0.00,0.16,,0.00,0.00,0.00,0.00,0.00,,,,,,,
11-06-2023,15:30,0.00,0.05,,0.00,0.00,0.00,0.00,0.00,,,,,,,
11-06-2023,16:00,0.00,0.24,,0.00,0.00,"5,000.00",0.00,0.00,,,,,,,
11-06-2023,16:30,0.00,0.34,,0.00,0.00,"6,000.00",0.00,0.00,,,,,,,
11-06-2023,17:00,0.00,0.23,,0.00,0.00,"6,000.00",0.00,0.00,,,,,,,
11-06-2023,17:30,0.00,0.15,,0.00,0.00,"1,000.00",0.00,0.00,,,,,,,
11-06-2023,18:00,0.00,0.03,,0.00,0.00,"5,000.00",0.00,0.00,,,,,,,
11-06-2023,18:30,0.00,0.12,,0.00,0.00,0.00,0.00,0.00,,,,,,,
11-06-2023,19:00,0.00,0.13,,0.00,0.00,0.00,0.00,0.00,,,,,,,
11-06-2023,19:30,0.00,0.26,,0.00,0.00,"5,000.00",0.00,0.00,,,,,,,
11-06-2023,20:00,0.00,0.13,,0.00,0.00,"5,000.00",0.00,0.00,,,,,,,
11-06-2023,20:30,0.00,0.31,,0.00,0.00,0.00,0.00,0.00,,,,,,,
