,,Bronte Building Water [m設 [Bronte],Dome/Tudor Water [m設 [The Dome],Fry Building Water [m設 [Fry],Fussey Water [m設 [David Fussey],Grey Building Water [m設 [Grey],Library Water [m設 [Library],Seacole Water [m設 [Mary Seacole],Southwood House Water [m設 [Southwood House],WM15 Ambient Loop Make up Water [m設 [Central Plantroom],WM2 Energy Centre Main Incoming Water [m設 [Central Plantroom],WM4 Southwood and Fussey Make up Water [m設 [Central Plantroom],WM5.1 Fry Building Heating Make up Water [m設 [Fry],WM5 Fry Building Heating Make up Water Incoming [m設 [Fry],WM6 Grey Heating System Make up Water [m設 [Grey],WM7 Bronte Heating System Make up Water [m設 [Bronte]
31-05-2023,03:00,0.00,0.27,,0.00,0.00,0.00,0.00,0.00,,,,,,,
31-05-2023,03:30,0.00,0.15,,0.00,0.00,0.00,0.00,0.00,,,,,,,
31-05-2023,04:00,0.00,0.21,,0.00,0.00,0.00,0.00,0.00,,,,,,,
31-05-2023,04:30,0.00,0.14,,0.00,0.00,0.01,0.00,0.02,,,,,,,
31-05-2023,05:00,0.00,0.10,,0.00,0.00,0.05,0.00,0.00,,,,,,,
31-05-2023,05:30,0.00,0.13,,0.00,0.00,0.00,0.00,0.00,,,,,,,
31-05-2023,06:00,0.01,0.09,,0.00,0.01,0.00,0.03,0.00,,,,,,,
31-05-2023,06:30,0.00,0.21,,0.56,0.00,0.00,0.07,0.00,,,,,,,
31-05-2023,07:00,0.01,0.10,,0.00,0.01,0.02,0.00,0.01,,,,,,,
31-05-2023,07:30,0.01,0.21,,0.00,0.01,0.04,0.02,0.01,,,,,,,
31-05-2023,08:00,0.00,0.44,,0.00,0.00,0.04,0.01,0.01,,,,,,,
31-05-2023,08:30,0.01,0.35,,0.00,0.03,0.04,0.05,0.00,,,,,,,
31-05-2023,09:00,0.00,0.46,,0.00,0.02,0.02,0.03,0.01,,,,,,,
31-05-2023,09:30,0.19,0.34,,0.52,0.01,0.03,0.02,0.08,,,,,,,
31-05-2023,10:00,0.11,0.36,,0.00,0.00,0.03,0.06,0.07,,,,,,,
31-05-2023,10:30,0.01,0.50,,0.00,0.04,0.07,0.07,0.00,,,,,,,
31-05-2023,11:00,0.00,0.40,,0.00,0.03,0.04,0.03,0.00,,,,,,,
31-05-2023,11:30,0.01,0.28,,0.00,0.02,0.04,0.05,0.01,,,,,,,
31-05-2023,12:00,0.35,0.81,,0.31,0.07,0.00,0.06,0.00,,,,,,,
31-05-2023,12:30,0.00,0.56,,0.24,0.02,0.00,0.03,0.01,,,,,,,
31-05-2023,13:00,0.00,0.47,,0.00,0.01,0.05,0.04,0.12,,,,,,,
31-05-2023,13:30,0.31,0.70,,0.00,0.02,0.04,0.06,0.03,,,,,,,
31-05-2023,14:00,0.01,0.50,,0.00,0.01,0.02,0.15,0.01,,,,,,,
31-05-2023,14:30,0.00,1.00,,0.16,0.00,0.03,0.07,0.01,,,,,,,
31-05-2023,15:00,0.01,0.45,,0.34,0.01,0.03,0.03,0.02,,,,,,,
31-05-2023,15:30,0.01,0.47,,0.00,0.02,0.05,0.12,0.00,,,,,,,
31-05-2023,16:00,0.00,0.35,,0.00,0.00,0.03,0.00,0.00,,,,,,,
31-05-2023,16:30,0.06,0.54,,0.00,0.01,0.03,0.05,0.12,,,,,,,
31-05-2023,17:00,0.25,0.32,,0.00,0.00,0.03,0.01,0.00,,,,,,,
31-05-2023,17:30,0.00,0.20,,0.01,0.00,0.03,0.01,0.00,,,,,,,
31-05-2023,18:00,0.00,0.39,,0.02,0.01,0.01,0.00,0.00,,,,,,,
31-05-2023,18:30,0.00,0.10,,0.02,0.00,0.02,0.02,0.00,,,,,,,
31-05-2023,19:00,0.00,0.16,,0.01,0.00,0.00,0.06,0.00,,,,,,,
31-05-2023,19:30,0.00,0.10,,0.00,0.00,0.02,0.05,0.01,,,,,,,
31-05-2023,20:00,0.00,0.13,,0.49,0.00,0.00,0.05,0.00,,,,,,,
31-05-2023,20:30,0.00,0.14,,0.00,0.00,0.00,0.05,0.00,,,,,,,
31-05-2023,21:00,0.00,0.10,,0.00,0.01,0.00,0.06,0.00,,,,,,,
31-05-2023,21:30,0.00,0.14,,0.00,0.00,0.00,0.05,0.00,,,,,,,
31-05-2023,22:00,0.00,0.13,,0.00,0.00,0.00,0.05,0.00,,,,,,,
31-05-2023,22:30,0.00,0.16,,0.00,0.00,0.00,0.05,0.00,,,,,,,
31-05-2023,23:00,0.00,0.32,,0.00,0.00,0.00,0.05,0.00,,,,,,,
31-05-2023,23:30,0.00,0.15,,0.00,0.00,0.00,0.05,0.00,,,,,,,
01-06-2023,00:00,0.00,0.16,,0.00,0.00,0.01,0.08,0.00,,,,,,,
01-06-2023,00:30,0.00,0.11,,0.00,0.00,0.00,0.05,0.00,,,,,,,
01-06-2023,01:00,0.00,0.13,,0.00,0.00,0.00,0.04,0.00,,,,,,,
01-06-2023,01:30,0.00,0.36,,0.00,0.00,0.00,0.05,0.00,,,,,,,
01-06-2023,02:00,0.00,0.07,,0.00,0.00,0.00,0.05,0.00,,,,,,,
01-06-2023,02:30,0.00,0.08,,0.00,0.00,0.00,0.05,0.00,,,,,,,
01-06-2023,03:00,0.00,0.08,,0.00,0.00,0.00,0.05,0.00,,,,,,,
01-06-2023,03:30,0.00,0.04,,0.00,0.01,0.00,0.05,0.00,,,,,,,
01-06-2023,04:00,0.00,0.05,,0.49,0.00,0.00,0.05,0.00,,,,,,,
01-06-2023,04:30,0.00,0.14,,0.00,0.00,0.01,0.05,0.00,,,,,,,
01-06-2023,05:00,0.01,0.12,,0.00,0.00,0.04,0.05,0.00,,,,,,,
01-06-2023,05:30,0.00,0.01,,0.00,0.00,0.00,0.05,0.00,,,,,,,
01-06-2023,06:00,0.00,0.01,,0.00,0.01,0.00,0.10,0.00,,,,,,,
01-06-2023,06:30,0.00,0.04,,0.00,0.01,0.01,0.10,0.00,,,,,,,
01-06-2023,07:00,0.00,0.14,,0.00,0.00,0.01,0.03,0.01,,,,,,,
01-06-2023,07:30,0.01,0.08,,0.00,0.00,0.04,0.03,0.01,,,,,,,
01-06-2023,08:00,0.02,0.19,,0.00,0.00,0.04,0.01,0.01,,,,,,,
01-06-2023,08:30,0.01,0.36,,0.00,0.01,0.06,0.05,0.10,,,,,,,
01-06-2023,09:00,0.00,0.51,,0.50,0.01,0.01,0.04,0.00,,,,,,,
01-06-2023,09:30,0.11,0.20,,0.00,0.00,0.02,0.05,0.02,,,,,,,
01-06-2023,10:00,0.00,0.18,,0.00,0.02,0.03,0.04,0.00,,,,,,,
01-06-2023,10:30,0.00,0.28,,0.00,0.02,0.02,0.25,0.13,,,,,,,
01-06-2023,11:00,0.00,0.47,,0.00,0.01,0.03,0.06,0.00,,,,,,,
01-06-2023,11:30,0.00,0.61,,0.28,0.08,0.02,0.10,0.02,,,,,,,
01-06-2023,12:00,0.31,0.35,,0.22,0.01,0.02,0.06,0.11,,,,,,,
01-06-2023,12:30,0.01,0.42,,0.00,0.00,0.08,0.11,0.02,,,,,,,
01-06-2023,13:00,0.01,0.56,,0.00,0.01,0.03,0.02,0.00,,,,,,,
01-06-2023,13:30,0.00,0.52,,0.00,0.00,0.05,0.08,0.09,,,,,,,
01-06-2023,14:00,0.32,0.44,,0.51,0.01,0.01,0.02,0.01,,,,,,,
01-06-2023,14:30,0.00,0.50,,0.00,0.01,0.06,0.04,0.01,,,,,,,
01-06-2023,15:00,0.01,0.11,,0.00,0.02,0.03,0.00,0.05,,,,,,,
01-06-2023,15:30,0.00,0.28,,0.54,0.01,0.02,0.20,0.13,,,,,,,
01-06-2023,16:00,0.33,0.40,,0.00,0.02,0.03,0.03,0.00,,,,,,,
01-06-2023,16:30,0.00,0.41,,0.01,0.02,0.03,0.07,0.03,,,,,,,
01-06-2023,17:00,0.00,0.25,,0.00,0.00,0.01,0.00,0.00,,,,,,,
01-06-2023,17:30,0.00,0.16,,0.00,0.01,0.01,0.01,0.11,,,,,,,
01-06-2023,18:00,0.00,0.12,,0.00,0.00,0.01,0.00,0.00,,,,,,,
01-06-2023,18:30,0.00,0.29,,0.00,0.00,0.00,0.00,0.01,,,,,,,
01-06-2023,19:00,0.00,0.13,,0.00,0.00,0.00,0.00,0.00,,,,,,,
01-06-2023,19:30,0.00,0.07,,0.00,0.00,0.00,0.00,0.00,,,,,,,
01-06-2023,20:00,0.00,0.14,,0.00,0.00,0.00,0.00,0.00,,,,,,,
01-06-2023,20:30,0.00,0.06,,0.00,0.03,0.00,0.00,0.00,,,,,,,
01-06-2023,21:00,0.00,0.05,,0.00,0.00,0.00,0.00,0.00,,,,,,,
01-06-2023,21:30,0.00,0.21,,0.00,0.00,0.00,0.00,0.00,,,,,,,
01-06-2023,22:00,0.00,0.27,,0.00,0.00,0.00,0.00,0.00,,,,,,,
01-06-2023,22:30,0.00,0.28,,0.49,0.00,0.00,0.00,0.00,,,,,,,
01-06-2023,23:00,0.00,0.16,,0.00,0.00,0.00,0.00,0.00,,,,,,,
01-06-2023,23:30,0.00,0.11,,0.00,0.00,0.00,0.00,0.00,,,,,,,
02-06-2023,00:00,0.00,0.27,,0.00,0.00,0.00,0.00,0.00,,,,,,,
02-06-2023,00:30,0.00,0.30,,0.00,0.00,0.01,0.00,0.00,,,,,,,
02-06-2023,01:00,0.00,0.14,,0.00,0.00,0.00,0.00,0.00,,,,,,,
02-06-2023,01:30,0.00,0.30,,0.00,0.00,0.00,0.00,0.00,,,,,,,
02-06-2023,02:00,0.00,0.33,,0.00,0.00,0.00,0.00,0.00,,,,,,,
02-06-2023,02:30,0.00,0.09,,0.00,0.00,0.00,0.00,0.00,,,,,,,
02-06-2023,03:00,0.00,0.06,,0.00,0.00,0.00,0.00,0.00,,,,,,,
02-06-2023,03:30,0.00,0.03,,0.00,0.00,0.00,0.00,0.00,,,,,,,
02-06-2023,04:00,0.00,0.06,,0.00,0.00,0.00,0.00,0.00,,,,,,,
02-06-2023,04:30,0.01,0.02,,0.00,0.00,0.00,0.00,0.00,,,,,,,
02-06-2023,05:00,0.00,0.24,,0.00,0.02,"9,000.00",0.00,0.00,,,,,,,
02-06-2023,05:30,0.00,0.01,,0.00,0.00,"50,000.00",0.00,0.00,,,,,,,
02-06-2023,06:00,0.00,0.15,,0.49,0.01,"2,000.00",0.07,0.00,,,,,,,
02-06-2023,06:30,0.00,0.21,,0.00,0.01,"5,000.00",0.05,0.00,,,,,,,
02-06-2023,07:00,0.00,0.14,,0.00,0.02,"7,000.00",0.00,0.01,,,,,,,
02-06-2023,07:30,0.00,0.24,,0.00,0.02,"31,000.00",0.01,0.02,,,,,,,
02-06-2023,08:00,0.00,0.12,,0.00,0.00,"16,000.00",0.03,0.01,,,,,,,
02-06-2023,08:30,0.01,0.18,,0.00,0.00,"52,000.00",0.00,0.03,,,,,,,
02-06-2023,09:00,0.30,0.09,,0.00,0.01,"16,000.00",0.04,0.01,,,,,,,
02-06-2023,09:30,0.02,0.31,,0.50,0.00,"19,000.00",0.06,0.01,,,,,,,
02-06-2023,10:00,0.03,0.20,,0.00,0.02,"12,000.00",0.02,0.07,,,,,,,
02-06-2023,10:30,0.00,0.43,,0.00,0.03,"5,000.00",0.07,0.11,,,,,,,
02-06-2023,11:00,0.03,0.46,,0.00,0.02,"49,000.00",0.14,0.00,,,,,,,
02-06-2023,11:30,0.00,0.74,,0.00,0.03,"11,000.00",0.19,0.01,,,,,,,
02-06-2023,12:00,0.00,0.51,,0.50,0.01,"28,000.00",0.07,0.00,,,,,,,
02-06-2023,12:30,0.00,0.60,,0.00,0.01,"25,000.00",0.04,0.00,,,,,,,
02-06-2023,13:00,0.00,0.68,,0.08,0.00,"14,000.00",0.09,0.00,,,,,,,
02-06-2023,13:30,0.01,0.47,,0.00,0.01,"38,000.00",0.07,0.01,,,,,,,
02-06-2023,14:00,0.00,0.30,,0.00,0.01,"34,000.00",0.06,0.00,,,,,,,
02-06-2023,14:30,0.03,0.14,,0.49,0.01,"13,000.00",0.09,0.07,,,,,,,
02-06-2023,15:00,0.00,0.39,,0.00,0.02,"42,000.00",0.11,0.04,,,,,,,
02-06-2023,15:30,0.00,0.17,,0.00,0.04,"38,000.00",0.10,0.01,,,,,,,
02-06-2023,16:00,0.05,0.18,,0.00,0.01,"36,000.00",0.03,0.00,,,,,,,
02-06-2023,16:30,0.25,0.28,,0.00,0.01,"10,000.00",0.00,0.00,,,,,,,
02-06-2023,17:00,0.00,0.25,,0.50,0.00,"24,000.00",0.00,0.00,,,,,,,
02-06-2023,17:30,0.00,0.30,,0.00,0.01,"16,000.00",0.00,0.00,,,,,,,
02-06-2023,18:00,0.00,0.15,,0.00,0.01,0.00,0.00,0.00,,,,,,,
02-06-2023,18:30,0.00,0.44,,0.00,0.00,"12,000.00",0.00,0.00,,,,,,,
02-06-2023,19:00,0.00,0.26,,0.00,0.00,"11,000.00",0.00,0.00,,,,,,,
02-06-2023,19:30,0.00,0.20,,0.00,0.02,"6,000.00",0.00,0.00,,,,,,,
02-06-2023,20:00,0.00,0.15,,0.00,0.00,"8,000.00",0.00,0.00,,,,,,,
02-06-2023,20:30,0.00,0.26,,0.00,0.00,0.00,0.00,0.00,,,,,,,
02-06-2023,21:00,0.00,0.44,,0.00,0.00,0.00,0.00,0.00,,,,,,,
02-06-2023,21:30,0.00,0.37,,0.00,0.00,"22,000.00",0.00,0.00,,,,,,,
02-06-2023,22:00,0.00,0.15,,0.00,0.00,0.00,0.00,0.00,,,,,,,
02-06-2023,22:30,0.00,0.30,,0.00,0.00,"1,000.00",0.00,0.00,,,,,,,
02-06-2023,23:00,0.00,0.34,,0.00,0.00,"1,000.00",0.00,0.00,,,,,,,
02-06-2023,23:30,0.00,0.26,,0.00,0.00,0.00,0.00,0.00,,,,,,,
03-06-2023,00:00,0.00,0.13,,0.00,0.00,"5,000.00",0.00,0.00,,,,,,,
03-06-2023,00:30,0.00,0.19,,0.50,0.00,0.00,0.00,0.00,,,,,,,
03-06-2023,01:00,0.00,0.38,,0.00,0.00,0.00,0.00,0.00,,,,,,,
03-06-2023,01:30,0.00,0.28,,0.00,0.00,0.00,0.00,0.00,,,,,,,
03-06-2023,02:00,0.00,0.13,,0.00,0.00,0.00,0.00,0.00,,,,,,,
03-06-2023,02:30,0.00,0.15,,0.00,0.00,0.00,0.00,0.00,,,,,,,
03-06-2023,03:00,0.00,0.20,,0.00,0.00,0.00,0.00,0.00,,,,,,,
03-06-2023,03:30,0.00,0.16,,0.00,0.00,0.00,0.00,0.00,,,,,,,
03-06-2023,04:00,0.00,0.20,,0.00,0.00,0.00,0.00,0.00,,,,,,,
03-06-2023,04:30,0.00,0.16,,0.00,0.00,0.00,0.00,0.00,,,,,,,
03-06-2023,05:00,0.00,0.30,,0.00,0.00,0.00,0.00,0.00,,,,,,,
03-06-2023,05:30,0.00,0.15,,0.00,0.00,0.00,0.00,0.00,,,,,,,
03-06-2023,06:00,0.00,0.07,,0.00,0.00,0.00,0.00,0.00,,,,,,,
03-06-2023,06:30,0.00,0.07,,0.00,0.00,0.00,0.00,0.00,,,,,,,
03-06-2023,07:00,0.00,0.08,,0.00,0.00,0.00,0.00,0.00,,,,,,,
03-06-2023,07:30,0.00,0.07,,0.00,0.00,0.00,0.00,0.00,,,,,,,
03-06-2023,08:00,0.00,0.25,,0.00,0.00,0.00,0.00,0.00,,,,,,,
03-06-2023,08:30,0.00,0.26,,0.50,0.00,0.00,0.00,0.00,,,,,,,
03-06-2023,09:00,0.00,0.32,,0.00,0.00,"2,000.00",0.00,0.00,,,,,,,
03-06-2023,09:30,0.00,0.29,,0.00,0.00,0.00,0.00,0.00,,,,,,,
03-06-2023,10:00,0.00,0.29,,0.00,0.01,0.00,0.00,0.00,,,,,,,
03-06-2023,10:30,0.00,0.30,,0.00,0.00,"4,000.00",0.00,0.00,,,,,,,
03-06-2023,11:00,0.00,0.33,,0.16,0.00,0.00,0.00,0.00,,,,,,,
03-06-2023,11:30,0.00,0.39,,0.35,0.00,0.00,0.00,0.00,,,,,,,
03-06-2023,12:00,0.00,0.25,,0.00,0.00,0.00,0.00,0.00,,,,,,,
03-06-2023,12:30,0.00,0.19,,0.00,0.00,"28,000.00",0.00,0.00,,,,,,,
03-06-2023,13:00,0.00,0.18,,0.00,0.00,"10,000.00",0.01,0.00,,,,,,,
03-06-2023,13:30,0.00,0.50,,0.00,0.00,"1,000.00",0.03,0.00,,,,,,,
03-06-2023,14:00,0.00,0.27,,0.51,0.01,0.00,0.00,0.00,,,,,,,
03-06-2023,14:30,0.00,0.15,,0.00,0.00,"1,000.00",0.00,0.00,,,,,,,
03-06-2023,15:00,0.00,0.18,,0.00,0.00,0.00,0.00,0.00,,,,,,,
03-06-2023,15:30,0.00,0.44,,0.00,0.00,"5,000.00",0.00,0.00,,,,,,,
03-06-2023,16:00,0.00,0.36,,0.00,0.00,"3,000.00",0.00,0.00,,,,,,,
03-06-2023,16:30,0.00,0.16,,0.00,0.01,"1,000.00",0.00,0.00,,,,,,,
03-06-2023,17:00,0.00,0.16,,0.00,0.00,"15,000.00",0.00,0.00,,,,,,,
03-06-2023,17:30,0.00,0.23,,0.00,0.00,0.00,0.00,0.00,,,,,,,
03-06-2023,18:00,0.00,0.36,,0.00,0.00,"7,000.00",0.00,0.00,,,,,,,
03-06-2023,18:30,0.00,0.33,,0.65,0.00,0.00,0.00,0.00,,,,,,,
03-06-2023,19:00,0.00,0.25,,0.21,0.00,"4,000.00",0.00,0.00,,,,,,,
03-06-2023,19:30,0.00,0.17,,0.00,0.00,"5,000.00",0.00,0.00,,,,,,,
03-06-2023,20:00,0.00,0.22,,0.00,0.00,0.00,0.00,0.00,,,,,,,
03-06-2023,20:30,0.00,0.31,,0.00,0.00,0.00,0.00,0.00,,,,,,,
03-06-2023,21:00,0.00,0.17,,0.00,0.00,0.00,0.00,0.00,,,,,,,
03-06-2023,21:30,0.00,0.09,,0.00,0.00,0.00,0.00,0.00,,,,,,,
03-06-2023,22:00,0.00,0.05,,0.00,0.00,0.00,0.00,0.00,,,,,,,
03-06-2023,22:30,0.00,0.14,,0.00,0.00,0.00,0.00,0.00,,,,,,,
03-06-2023,23:00,0.00,0.41,,0.00,0.00,"5,000.00",0.00,0.00,,,,,,,
03-06-2023,23:30,0.00,0.46,,0.00,0.00,0.00,0.00,0.00,,,,,,,
04-06-2023,00:00,0.00,0.28,,0.00,0.00,"3,000.00",0.00,0.00,,,,,,,
04-06-2023,00:30,0.00,0.15,,0.00,0.00,"5,000.00",0.00,0.00,,,,,,,
04-06-2023,01:00,0.00,0.10,,0.00,0.00,0.00,0.00,0.00,,,,,,,
04-06-2023,01:30,0.00,0.19,,0.06,0.00,0.00,0.00,0.00,,,,,,,
04-06-2023,02:00,0.00,0.15,,0.44,0.00,0.00,0.00,0.00,,,,,,,
04-06-2023,02:30,0.00,0.06,,0.00,0.00,0.00,0.00,0.00,,,,,,,
04-06-2023,03:00,0.00,0.05,,0.00,0.00,0.00,0.00,0.00,,,,,,,
04-06-2023,03:30,0.00,0.14,,0.00,0.00,0.00,0.00,0.00,,,,,,,
04-06-2023,04:00,0.00,0.11,,0.00,0.00,0.00,0.00,0.00,,,,,,,
04-06-2023,04:30,0.00,0.09,,0.00,0.00,0.00,0.00,0.00,,,,,,,
04-06-2023,05:00,0.00,0.03,,0.00,0.00,0.00,0.00,0.00,,,,,,,
04-06-2023,05:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
04-06-2023,06:00,0.00,0.01,,0.00,0.00,0.00,0.00,0.00,,,,,,,
04-06-2023,06:30,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,,,,,,
04-06-2023,07:00,0.00,0.07,,0.00,0.00,0.00,0.00,0.00,,,,,,,
04-06-2023,07:30,0.00,0.31,,0.00,0.00,0.00,0.00,0.00,,,,,,,
04-06-2023,08:00,0.00,0.05,,0.00,0.00,0.00,0.00,0.00,,,,,,,
04-06-2023,08:30,0.00,0.04,,0.00,0.00,0.00,0.00,0.00,,,,,,,
04-06-2023,09:00,0.00,0.08,,0.51,0.00,0.00,0.00,0.00,,,,,,,
04-06-2023,09:30,0.00,0.27,,0.00,0.00,0.00,0.01,0.00,,,,,,,
04-06-2023,10:00,0.00,0.13,,0.00,0.00,0.00,0.00,0.00,,,,,,,
04-06-2023,10:30,0.00,0.17,,0.00,0.00,"5,000.00",0.00,0.00,,,,,,,
04-06-2023,11:00,0.00,0.22,,0.00,0.00,"3,000.00",0.01,0.00,,,,,,,
04-06-2023,11:30,0.00,0.14,,0.00,0.00,0.00,0.00,0.00,,,,,,,
04-06-2023,12:00,0.00,0.12,,0.00,0.00,"7,000.00",0.00,0.00,,,,,,,
04-06-2023,12:30,0.00,0.40,,0.01,0.00,"6,000.00",0.00,0.00,,,,,,,
04-06-2023,13:00,0.00,0.17,,0.51,0.00,"8,000.00",0.00,0.00,,,,,,,
04-06-2023,13:30,0.00,0.17,,0.00,0.00,0.00,0.01,0.00,,,,,,,
04-06-2023,14:00,0.00,0.24,,0.00,0.00,"6,000.00",0.01,0.00,,,,,,,
04-06-2023,14:30,0.00,0.14,,0.00,0.00,0.00,0.00,0.00,,,,,,,
04-06-2023,15:00,0.00,0.25,,0.00,0.00,0.00,0.00,0.00,,,,,,,
04-06-2023,15:30,0.00,0.19,,0.00,0.00,0.00,0.00,0.00,,,,,,,
04-06-2023,16:00,0.00,0.21,,0.00,0.01,"6,000.00",0.00,0.00,,,,,,,
04-06-2023,16:30,0.00,0.12,,0.40,0.01,"34,000.00",0.00,0.00,,,,,,,
04-06-2023,17:00,0.00,0.09,,0.12,0.00,0.00,0.00,0.00,,,,,,,
04-06-2023,17:30,0.00,0.34,,0.00,0.00,0.00,0.00,0.00,,,,,,,
04-06-2023,18:00,0.00,0.45,,0.00,0.00,"2,000.00",0.00,0.00,,,,,,,
04-06-2023,18:30,0.00,0.41,,0.00,0.00,0.00,0.00,0.00,,,,,,,
04-06-2023,19:00,0.00,0.16,,0.00,0.00,0.00,0.00,0.00,,,,,,,
04-06-2023,19:30,0.00,0.33,,0.00,0.00,"3,000.00",0.00,0.00,,,,,,,
04-06-2023,20:00,0.00,0.12,,0.00,0.00,"7,000.00",0.00,0.00,,,,,,,
04-06-2023,20:30,0.00,0.27,,0.00,0.00,"1,000.00",0.00,0.00,,,,,,,
04-06-2023,21:00,0.00,0.33,,0.00,0.00,0.00,0.00,0.00,,,,,,,
04-06-2023,21:30,0.00,0.39,,0.00,0.00,"1,000.00",0.00,0.00,,,,,,,
04-06-2023,22:00,0.00,0.43,,0.00,0.00,0.00,0.00,0.00,,,,,,,
04-06-2023,22:30,0.00,0.35,,0.00,0.00,"5,000.00",0.00,0.00,,,,,,,
04-06-2023,23:00,0.00,0.35,,0.00,0.00,"1,000.00",0.00,0.00,,,,,,,
04-06-2023,23:30,0.00,0.29,,0.00,0.00,"5,000.00",0.00,0.00,,,,,,,
05-06-2023,00:00,0.00,0.24,,0.49,0.00,"6,000.00",0.00,0.00,,,,,,,
05-06-2023,00:30,0.00,0.34,,0.00,0.00,0.00,0.00,0.00,,,,,,,
05-06-2023,01:00,0.00,0.45,,0.00,0.00,0.00,0.00,0.00,,,,,,,
05-06-2023,01:30,0.00,0.27,,0.00,0.00,0.00,0.00,0.00,,,,,,,
05-06-2023,02:00,0.00,0.21,,0.00,0.00,0.00,0.00,0.00,,,,,,,
05-06-2023,02:30,0.00,0.22,,0.00,0.00,0.00,0.00,0.00,,,,,,,
05-06-2023,03:00,0.00,0.16,,0.00,0.00,0.00,0.00,0.00,,,,,,,
05-06-2023,03:30,0.00,0.17,,0.00,0.00,0.00,0.00,0.00,,,,,,,
05-06-2023,04:00,0.00,0.15,,0.00,0.00,0.00,0.00,0.00,,,,,,,
05-06-2023,04:30,0.00,0.17,,0.00,0.00,0.00,0.00,0.00,,,,,,,
05-06-2023,05:00,0.00,0.19,,0.00,0.00,"10,000.00",0.00,0.01,,,,,,,
05-06-2023,05:30,0.01,0.18,,0.00,0.00,"37,000.00",0.00,0.00,,,,,,,
05-06-2023,06:00,0.00,0.36,,0.00,0.00,"1,000.00",0.07,0.00,,,,,,,
05-06-2023,06:30,0.00,0.17,,0.00,0.00,"7,000.00",0.04,0.00,,,,,,,
05-06-2023,07:00,0.00,0.09,,0.51,0.00,"4,000.00",0.00,0.03,,,,,,,
05-06-2023,07:30,0.29,0.10,,0.00,0.00,"31,000.00",0.01,0.01,,,,,,,
05-06-2023,08:00,0.01,0.29,,0.00,0.02,"41,000.00",0.02,0.01,,,,,,,
05-06-2023,08:30,0.00,0.15,,0.00,0.00,"44,000.00",0.03,0.11,,,,,,,
05-06-2023,09:00,0.01,0.19,,0.50,0.00,"10,000.00",0.01,0.03,,,,,,,
05-06-2023,09:30,0.00,0.16,,0.00,0.02,"31,000.00",0.03,0.02,,,,,,,
05-06-2023,10:00,0.06,0.26,,0.01,0.02,"9,000.00",0.04,0.00,,,,,,,
05-06-2023,10:30,0.00,0.42,,0.00,0.00,"27,000.00",0.22,0.02,,,,,,,
05-06-2023,11:00,0.02,0.27,,0.56,0.00,"32,000.00",0.14,0.10,,,,,,,
05-06-2023,11:30,0.00,0.47,,0.00,0.02,"43,000.00",0.06,0.02,,,,,,,
05-06-2023,12:00,0.00,0.59,,0.00,0.02,"57,000.00",0.05,0.00,,,,,,,
05-06-2023,12:30,0.29,0.46,,0.00,0.00,"32,000.00",0.11,0.01,,,,,,,
05-06-2023,13:00,0.01,0.44,,0.01,0.00,"28,000.00",0.13,0.01,,,,,,,
05-06-2023,13:30,0.00,0.54,,0.50,0.01,"63,000.00",0.09,0.06,,,,,,,
05-06-2023,14:00,0.00,0.59,,0.00,0.00,"27,000.00",0.02,0.09,,,,,,,
05-06-2023,14:30,0.02,0.46,,0.00,0.04,"44,000.00",0.08,0.04,,,,,,,
05-06-2023,15:00,0.00,0.24,,0.04,0.01,"19,000.00",0.08,0.00,,,,,,,
05-06-2023,15:30,0.01,0.22,,0.49,0.01,"19,000.00",0.04,0.03,,,,,,,
05-06-2023,16:00,0.01,0.42,,0.00,0.00,"30,000.00",0.09,0.01,,,,,,,
05-06-2023,16:30,0.00,0.19,,0.00,0.00,"12,000.00",0.01,0.00,,,,,,,
05-06-2023,17:00,0.00,0.42,,0.00,0.00,"32,000.00",0.03,0.00,,,,,,,
05-06-2023,17:30,0.28,0.31,,0.00,0.02,"19,000.00",0.08,0.12,,,,,,,
05-06-2023,18:00,0.00,0.23,,0.00,0.01,"9,000.00",0.00,0.00,,,,,,,
05-06-2023,18:30,0.00,0.19,,0.00,0.00,"10,000.00",0.00,0.00,,,,,,,
05-06-2023,19:00,0.00,0.22,,0.00,0.00,0.00,0.00,0.00,,,,,,,
05-06-2023,19:30,0.00,0.16,,0.00,0.00,"4,000.00",0.00,0.00,,,,,,,
05-06-2023,20:00,0.00,0.31,,0.00,0.00,"2,000.00",0.00,0.00,,,,,,,
05-06-2023,20:30,0.00,0.25,,0.50,0.00,0.00,0.00,0.00,,,,,,,
05-06-2023,21:00,0.00,0.17,,0.00,0.00,"17,000.00",0.00,0.00,,,,,,,
05-06-2023,21:30,0.00,0.09,,0.00,0.00,0.00,0.00,0.00,,,,,,,
05-06-2023,22:00,0.00,0.19,,0.00,0.00,"7,000.00",0.00,0.00,,,,,,,
05-06-2023,22:30,0.00,0.16,,0.00,0.00,0.00,0.00,0.00,,,,,,,
05-06-2023,23:00,0.00,0.31,,0.00,0.00,"7,000.00",0.00,0.00,,,,,,,
05-06-2023,23:30,0.00,0.22,,0.00,0.00,0.00,0.00,0.00,,,,,,,
06-06-2023,00:00,0.00,0.37,,0.00,0.01,0.00,0.00,0.00,,,,,,,
06-06-2023,00:30,0.00,0.12,,0.00,0.00,0.00,0.00,0.00,,,,,,,
